date,state,district,mandi,commodity,crop_category,is_perishable,min_price,max_price,modal_price,temperature,rainfall,humidity,day_of_week,month,day_of_year,heavy_rain_flag,weather_severity,price_lag_1,price_lag_3,price_lag_7,price_ma_7,price_ma_14,price_volatility_7,price_change_1d,price_change_7d
2025-03-12,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1299.0,1967.63,1620.27,25.46,9.58,52.53,2,3,71,0,0,1600.3,1506.64,1676.95,1670.7657142857145,1671.7457142857143,100.82878009397011,19.970000000000027,-56.680000000000064
2025-03-13,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1429.09,2047.11,1693.83,26.16,0.0,83.01,3,3,72,0,0,1620.27,1824.08,1701.17,1662.6685714285716,1678.9485714285713,102.51120514827858,73.55999999999995,-7.3400000000001455
2025-03-14,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1414.71,1975.81,1628.82,25.4,8.73,45.73,4,3,73,0,0,1693.83,1600.3,1650.51,1661.6200000000001,1675.0135714285716,102.08841037715007,-65.00999999999999,-21.690000000000055
2025-03-15,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1501.01,2202.63,1816.13,37.33,11.17,26.88,5,3,74,1,2,1628.82,1620.27,1735.71,1658.5214285714285,1669.2535714285716,102.8084473553565,187.31000000000017,80.42000000000007
2025-03-16,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1420.25,2134.1,1741.14,26.87,0.48,76.93,6,3,75,0,0,1816.13,1693.83,1506.64,1670.01,1679.0971428571427,116.45881704133333,-74.99000000000001,234.5
2025-03-17,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1250.94,1676.7,1382.1,38.5,3.78,36.98,0,3,76,0,1,1741.14,1628.82,1824.08,1703.51,1682.1650000000002,92.99633182730102,-359.0400000000002,-441.98
2025-03-18,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1423.7,2007.83,1674.45,19.3,2.84,50.77,1,3,77,0,0,1382.1,1816.13,1600.3,1640.3700000000001,1665.7250000000001,137.08303590646582,292.35000000000014,74.15000000000009
2025-03-19,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1411.49,1988.34,1680.19,23.49,0.0,28.49,2,3,78,0,0,1674.45,1741.14,1620.27,1650.9628571428573,1660.8642857142859,136.33349646049183,5.740000000000009,59.92000000000007
2025-03-20,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1524.86,2062.43,1726.18,21.85,5.79,37.14,3,3,79,0,0,1680.19,1382.1,1693.83,1659.5228571428572,1661.0957142857144,135.96580007662325,45.99000000000001,32.350000000000136
2025-03-21,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1426.92,1963.99,1738.05,41.12,7.68,76.88,4,3,80,0,1,1726.18,1674.45,1628.82,1664.1442857142858,1662.8821428571428,137.8627845428376,11.86999999999989,109.23000000000002
2025-03-22,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1474.23,2129.54,1731.57,34.65,0.0,55.81,5,3,81,0,0,1738.05,1680.19,1816.13,1679.7485714285717,1669.135,139.371612057905,-6.480000000000018,-84.56000000000017
2025-03-23,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1417.55,2022.08,1671.35,32.72,2.55,50.36,6,3,82,0,0,1731.57,1726.18,1741.14,1667.6685714285716,1668.8392857142858,128.84794597102615,-60.22000000000003,-69.79000000000019
2025-03-24,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1371.3,1873.66,1687.88,35.02,7.99,31.49,0,3,83,0,0,1671.35,1738.05,1382.1,1657.6985714285713,1680.6042857142857,124.85355080100494,16.5300000000002,305.7800000000002
2025-03-25,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1466.85,2162.52,1736.53,30.08,14.46,87.18,1,3,84,1,3,1687.88,1731.57,1674.45,1701.3814285714286,1670.8757142857144,29.238835150404448,48.649999999999864,62.07999999999993
2025-03-26,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1622.21,2192.78,1877.54,27.32,2.48,28.9,2,3,85,0,0,1736.53,1671.35,1680.19,1710.25,1680.6064285714288,29.12334744954348,141.01,197.3499999999999
2025-03-27,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1188.91,1662.79,1333.97,18.36,9.42,55.85,3,3,86,0,0,1877.54,1687.88,1726.18,1738.4428571428573,1698.9828571428573,66.59266268748947,-543.5699999999999,-392.21000000000004
2025-03-28,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1405.74,1871.17,1630.88,35.06,0.0,89.46,4,3,87,0,1,1333.97,1736.53,1738.05,1682.412857142857,1673.2785714285712,167.37178403326018,296.9100000000001,-107.16999999999985
2025-03-29,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1340.31,2019.78,1643.86,22.15,0.0,63.71,5,3,88,0,0,1630.88,1877.54,1731.57,1667.1028571428571,1673.4257142857143,166.33262635597458,12.97999999999979,-87.71000000000004
2025-03-30,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1584.05,2004.75,1734.97,36.85,0.0,25.89,6,3,89,0,0,1643.86,1333.97,1671.35,1654.5728571428572,1661.1207142857145,163.95348280475645,91.11000000000013,63.62000000000012
2025-03-31,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1418.7,1829.65,1582.96,41.86,4.06,51.56,0,3,90,0,1,1734.97,1630.88,1687.88,1663.6614285714284,1660.6799999999998,166.77753659976446,-152.01,-104.92000000000007
2025-04-01,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1443.67,1923.38,1736.06,37.49,5.85,29.95,1,4,91,0,0,1582.96,1643.86,1736.53,1648.672857142857,1675.027142857143,168.93887491380687,153.0999999999999,-0.4700000000000273
2025-04-02,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1428.37,1989.42,1609.15,19.28,0.0,59.37,2,4,92,0,0,1736.06,1734.97,1877.54,1648.6057142857142,1679.427857142857,168.89822594856184,-126.90999999999985,-268.3899999999999
2025-04-03,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1352.33,1976.14,1634.32,29.49,3.44,39.82,3,4,93,0,0,1609.15,1582.96,1333.97,1610.2642857142857,1674.3535714285715,135.40990520848675,25.169999999999845,300.3499999999999
2025-04-04,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1526.03,2140.08,1813.49,27.26,0.0,73.92,4,4,94,0,0,1634.32,1736.06,1630.88,1653.1714285714286,1667.7921428571428,59.67696273230074,179.17000000000007,182.6099999999999
2025-04-05,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1337.39,1948.89,1659.76,41.37,0.0,66.31,5,4,95,0,1,1813.49,1609.15,1643.86,1679.2585714285713,1673.1807142857144,83.4759473198865,-153.73000000000002,15.900000000000091
2025-04-06,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1292.24,1722.04,1530.7,30.34,7.8,45.13,6,4,96,0,0,1659.76,1634.32,1734.97,1681.53,1668.0514285714287,82.56353351611567,-129.05999999999995,-204.26999999999998
2025-04-07,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1408.1,2030.17,1728.14,36.03,4.7,57.73,0,4,97,0,0,1530.7,1813.49,1582.96,1652.3485714285714,1658.0049999999999,95.59758302882149,197.44000000000005,145.18000000000006
2025-04-08,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1595.09,2011.04,1761.68,36.06,0.0,86.75,1,4,98,0,1,1728.14,1659.76,1736.06,1673.0885714285712,1660.8807142857145,93.7655950457618,33.539999999999964,25.62000000000012
2025-04-09,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1320.85,1958.98,1639.46,28.3,15.11,44.86,2,4,99,1,2,1761.68,1530.7,1609.15,1676.7485714285715,1662.6771428571428,97.07487838924031,-122.22000000000003,30.309999999999945
2025-04-10,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1397.62,1971.82,1655.77,26.12,6.41,34.47,3,4,100,0,0,1639.46,1728.14,1634.32,1681.0785714285714,1645.6714285714284,94.19025116372609,16.309999999999945,21.450000000000045
2025-04-11,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1382.07,2063.34,1678.05,20.67,0.0,86.39,4,4,101,0,1,1655.77,1761.68,1813.49,1684.142857142857,1668.6571428571428,92.75348272244526,22.279999999999973,-135.44000000000005
2025-04-12,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1221.95,1793.28,1492.91,28.74,0.0,75.03,5,4,102,0,0,1678.05,1639.46,1659.76,1664.794285714286,1672.0264285714286,73.37701771380122,-185.13999999999987,-166.8499999999999
2025-04-13,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1547.78,2134.87,1771.38,41.45,6.73,69.34,6,4,103,0,1,1492.91,1655.77,1530.7,1640.9585714285715,1661.2442857142855,98.18943857472189,278.47,240.68000000000006
2025-04-14,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1537.32,2142.33,1757.95,20.04,0.0,53.5,0,4,104,0,0,1771.38,1678.05,1728.14,1675.3414285714284,1663.8449999999998,95.24050738850111,-13.430000000000064,29.809999999999945
2025-04-15,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1625.31,2202.53,1820.41,23.83,0.0,44.08,1,4,105,0,0,1757.95,1492.91,1761.68,1679.6000000000001,1676.3442857142857,98.60194758049538,62.460000000000036,58.73000000000002
2025-04-16,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1485.07,2042.53,1693.38,29.74,1.94,27.0,2,4,106,0,0,1820.41,1771.38,1639.46,1687.99,1682.3692857142858,108.72875225379333,-127.02999999999997,53.92000000000007
2025-04-17,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1498.82,1946.83,1657.78,27.11,10.03,36.03,3,4,107,1,2,1693.38,1757.95,1655.77,1695.6928571428575,1688.3857142857144,106.60691233284531,-35.600000000000136,2.009999999999991
2025-04-18,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1301.34,1867.7,1609.11,35.14,0.0,67.58,4,4,108,0,0,1657.78,1820.41,1678.05,1695.98,1690.0614285714287,106.48409552604609,-48.67000000000007,-68.94000000000005
2025-04-19,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1350.97,2048.24,1673.46,32.56,0.0,50.16,5,4,109,0,0,1609.11,1693.38,1492.91,1686.1314285714286,1675.462857142857,111.48925739409074,64.35000000000014,180.54999999999995
2025-04-20,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1638.25,2146.64,1974.67,25.89,6.06,66.3,6,4,110,0,0,1673.46,1657.78,1771.38,1711.9242857142856,1676.4414285714286,73.8785843703813,301.21000000000004,203.28999999999996
2025-04-21,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1312.79,1932.5,1632.86,37.03,0.0,39.92,0,4,111,0,0,1974.67,1609.11,1757.95,1740.9657142857143,1708.1535714285715,124.05964141722946,-341.8100000000002,-125.09000000000015
2025-04-22,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1328.93,1747.59,1499.41,21.48,0.0,65.57,1,4,112,0,0,1632.86,1673.46,1820.41,1723.0957142857144,1701.347857142857,130.06907714200003,-133.44999999999982,-321.0
2025-04-23,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1388.5,2053.92,1677.88,39.15,10.56,25.77,2,4,113,1,3,1499.41,1974.67,1693.38,1677.2385714285715,1682.6142857142856,145.68966715002756,178.47000000000003,-15.5
2025-04-24,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1595.79,2168.06,1767.32,36.91,3.37,73.12,3,4,114,0,0,1677.88,1632.86,1657.78,1675.024285714286,1685.3585714285714,145.52114335004677,89.43999999999983,109.53999999999996
2025-04-25,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1409.92,1965.88,1636.08,27.51,3.61,55.82,4,4,115,0,0,1767.32,1499.41,1609.11,1690.6728571428573,1693.3264285714286,149.20087574746213,-131.24,26.970000000000027
2025-04-26,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1349.41,1995.42,1617.23,38.22,12.31,47.45,5,4,116,1,3,1636.08,1677.88,1673.46,1694.5257142857142,1690.3285714285716,147.0767241790427,-18.84999999999991,-56.23000000000002
2025-04-27,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1350.48,1848.31,1645.58,40.0,1.48,87.11,6,4,117,0,2,1617.23,1767.32,1974.67,1686.4928571428572,1699.2085714285715,149.92695573892962,28.34999999999991,-329.09000000000015
2025-04-28,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1215.36,1685.01,1461.83,37.82,0.83,38.67,0,4,118,0,0,1645.58,1636.08,1632.86,1639.48,1690.222857142857,79.60829877175756,-183.75,-171.02999999999997
2025-04-29,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1499.52,1980.62,1735.13,19.58,0.0,64.18,1,4,119,0,0,1461.83,1617.23,1499.41,1615.047142857143,1669.0714285714287,104.37259693270192,273.3000000000002,235.72000000000003
2025-04-30,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1314.18,1908.65,1590.84,31.26,6.76,26.01,2,4,120,0,0,1735.13,1645.58,1677.88,1648.7214285714285,1662.98,98.718518260857,-144.2900000000002,-87.04000000000019
2025-05-01,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1344.71,1841.7,1524.01,37.21,8.35,68.52,3,5,121,0,0,1590.84,1461.83,1767.32,1636.2871428571427,1655.6557142857143,99.90815143825661,-66.82999999999993,-243.30999999999995
2025-05-02,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1332.45,1898.87,1607.47,21.53,0.0,54.67,4,5,122,0,0,1524.01,1735.13,1636.08,1601.5285714285712,1646.1007142857143,88.38294658823666,83.46000000000004,-28.6099999999999
2025-05-03,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1335.7,1851.33,1552.63,38.98,4.27,72.8,5,5,123,0,1,1607.47,1590.84,1617.23,1597.4414285714286,1645.9835714285714,87.17208812239781,-54.83999999999992,-64.59999999999991
2025-05-04,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1679.56,2204.29,1873.53,28.21,6.69,63.11,6,5,124,0,0,1552.63,1524.01,1645.58,1588.212857142857,1637.3528571428574,88.14207143664643,320.89999999999986,227.95000000000005
2025-05-05,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1355.24,1739.94,1572.68,39.28,8.81,69.89,0,5,125,0,1,1873.53,1607.47,1461.83,1620.777142857143,1630.1285714285714,139.82489200356855,-300.8499999999999,110.85000000000014
2025-05-06,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1308.04,2023.43,1620.24,25.55,10.25,62.62,1,5,126,1,2,1572.68,1552.63,1735.13,1636.6128571428574,1625.8300000000002,124.23080303938163,47.559999999999945,-114.8900000000001
2025-05-07,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1403.07,1997.27,1719.58,24.58,0.0,54.21,2,5,127,0,0,1620.24,1873.53,1590.84,1620.2000000000003,1634.4607142857142,116.38765999881636,99.33999999999992,128.74
2025-05-08,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1269.5,1778.79,1554.8,18.87,7.67,30.82,3,5,128,0,0,1719.58,1572.68,1524.01,1638.5914285714287,1637.439285714286,121.05314720245464,-164.77999999999997,30.789999999999964
2025-05-09,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1470.5,1958.03,1656.96,35.94,0.0,49.79,4,5,129,0,0,1554.8,1620.24,1607.47,1642.99,1622.2592857142859,116.67608609593817,102.16000000000008,49.49000000000001
2025-05-10,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1315.55,1783.28,1584.39,39.71,0.0,79.06,5,5,130,0,1,1656.96,1719.58,1552.63,1650.0599999999997,1623.7507142857141,115.6600266585945,-72.56999999999994,31.75999999999999
2025-05-11,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1432.22,1926.35,1631.53,21.91,15.26,40.31,6,5,131,1,2,1584.39,1554.8,1873.53,1654.597142857143,1621.405,111.758142837452,47.13999999999987,-242.0
2025-05-12,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1484.51,1876.74,1709.94,41.42,15.14,89.05,0,5,132,1,4,1631.53,1656.96,1572.68,1620.0257142857142,1620.4014285714288,56.52950022101895,78.41000000000008,137.26
2025-05-13,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1507.64,1997.84,1714.9,27.41,8.16,78.1,1,5,133,0,0,1709.94,1584.39,1620.24,1639.6342857142856,1638.1235714285715,60.9986283608482,4.960000000000036,94.66000000000008
2025-05-14,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1653.96,2130.42,1811.09,41.6,4.26,58.61,2,5,134,0,1,1714.9,1631.53,1719.58,1653.1571428571426,1636.6785714285713,66.24916570903355,96.18999999999983,91.50999999999999
2025-05-15,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1391.29,1757.18,1614.47,31.87,8.2,85.07,3,5,135,0,1,1811.09,1709.94,1554.8,1666.2299999999998,1652.4107142857142,87.24315254887806,-196.6199999999999,59.67000000000007
2025-05-16,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1443.46,1937.07,1760.03,37.59,0.0,25.97,4,5,136,0,0,1614.47,1714.9,1656.96,1674.7542857142857,1658.8721428571428,76.83533754229393,145.55999999999995,103.06999999999994
2025-05-17,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1292.77,1923.09,1562.06,18.39,2.83,69.96,5,5,137,0,0,1760.03,1811.09,1584.39,1689.4785714285713,1669.7692857142858,82.52241441543346,-197.97000000000003,-22.330000000000155
2025-05-18,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1438.41,1960.99,1699.63,20.75,6.79,84.15,6,5,138,0,0,1562.06,1614.47,1631.53,1686.2885714285715,1670.4428571428568,87.54079533348556,137.57000000000016,68.10000000000014
2025-05-19,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1286.57,1774.31,1494.36,34.12,13.47,61.28,0,5,139,1,2,1699.63,1760.03,1709.94,1696.017142857143,1658.0214285714285,84.15988943954453,-205.2700000000002,-215.58000000000015
2025-05-20,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1400.42,1815.28,1562.55,27.27,0.41,25.73,1,5,140,0,0,1494.36,1562.06,1714.9,1665.22,1652.4271428571428,112.79024130364064,68.19000000000005,-152.35000000000014
2025-05-21,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1244.77,1736.81,1536.69,26.94,18.19,76.8,2,5,141,1,2,1562.55,1699.63,1811.09,1643.455714285714,1648.3064285714286,116.25193100290802,-25.8599999999999,-274.39999999999986
2025-05-22,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1366.62,2023.67,1637.36,23.65,0.0,60.95,3,5,142,0,0,1536.69,1494.36,1614.47,1604.2557142857145,1635.242857142857,94.5412192039616,100.66999999999985,22.889999999999873
2025-05-23,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1541.16,2013.02,1690.93,33.39,6.61,30.53,4,5,143,0,0,1637.36,1562.55,1760.03,1607.5257142857142,1641.1399999999999,95.3458306826865,53.570000000000164,-69.09999999999991
2025-05-24,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1372.69,1734.2,1593.86,29.58,7.04,52.37,5,5,144,0,0,1690.93,1536.69,1562.06,1597.6542857142856,1643.5664285714286,79.12181175401749,-97.07000000000016,31.799999999999955
2025-05-25,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1365.47,1880.02,1534.02,33.4,0.0,37.67,6,5,145,0,0,1593.86,1637.36,1699.63,1602.1971428571428,1644.2428571428572,77.6364896412094,-59.83999999999992,-165.61000000000013
2025-05-26,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1192.8,1748.73,1424.88,32.13,0.0,79.08,0,5,146,0,0,1534.02,1690.93,1494.36,1578.5385714285715,1637.277857142857,67.57885799285978,-109.13999999999987,-69.47999999999979
2025-05-27,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1580.21,1917.71,1765.97,22.77,11.85,75.25,1,5,147,1,2,1424.88,1593.86,1562.55,1568.612857142857,1616.9164285714287,84.88884726791994,341.0899999999999,203.42000000000007
2025-05-28,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1288.58,1963.32,1606.65,27.7,11.98,36.85,2,5,148,1,2,1765.97,1534.02,1536.69,1597.6728571428573,1620.5642857142855,112.72266611974243,-159.31999999999994,69.96000000000004
2025-05-29,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1337.32,1930.02,1583.74,40.64,0.54,86.91,3,5,149,0,2,1606.65,1424.88,1637.36,1607.6671428571428,1605.9614285714285,109.46907991365843,-22.910000000000082,-53.61999999999989
2025-05-30,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1393.5,1847.72,1600.62,19.79,1.25,26.27,4,5,150,0,0,1583.74,1765.97,1690.93,1600.007142857143,1603.7664285714288,108.91968749408713,16.87999999999988,-90.31000000000017
2025-05-31,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1388.92,1816.01,1573.52,41.34,8.86,68.45,5,5,151,0,1,1600.62,1606.65,1593.86,1587.1057142857146,1592.3799999999999,101.44725359468747,-27.09999999999991,-20.339999999999918
2025-06-01,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1364.22,1757.12,1603.74,18.31,6.27,67.07,6,6,152,0,0,1573.52,1583.74,1534.02,1584.2,1593.1985714285715,101.5128239846247,30.220000000000027,69.72000000000003
2025-06-02,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1529.02,1900.22,1680.35,20.08,4.33,30.87,0,6,153,0,0,1603.74,1600.62,1424.88,1594.1599999999999,1586.3492857142858,99.16189506727575,76.6099999999999,255.4699999999998
2025-06-03,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1349.06,1870.1,1497.48,23.4,0.0,43.34,1,6,154,0,0,1680.35,1573.52,1765.97,1630.6557142857143,1599.6342857142859,68.85725109653693,-182.8699999999999,-268.49
2025-06-04,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1431.01,1870.0,1595.45,20.41,0.97,64.92,2,6,155,0,0,1497.48,1603.74,1606.65,1592.2999999999997,1594.9864285714286,54.12272381665023,97.97000000000003,-11.200000000000045
2025-06-05,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1445.41,1873.72,1587.16,36.54,1.9,55.51,3,6,156,0,0,1595.45,1680.35,1583.74,1590.7,1599.1835714285714,53.79234053283109,-8.289999999999964,3.4200000000000728
2025-06-06,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1560.71,1958.37,1809.02,36.55,0.0,74.41,4,6,157,0,0,1587.16,1497.48,1600.62,1591.1885714285713,1595.5978571428573,53.734089871196076,221.8599999999999,208.4000000000001
2025-06-07,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1187.61,1636.13,1394.59,25.06,3.99,34.15,5,6,158,0,0,1809.02,1595.45,1573.52,1620.9600000000003,1604.032857142857,98.72632897729676,-414.43000000000006,-178.93000000000006
2025-06-08,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1328.12,1808.2,1536.97,32.92,3.9,35.35,6,6,159,0,0,1394.59,1587.16,1603.74,1595.3985714285716,1589.7992857142856,130.95829176097422,142.3800000000001,-66.76999999999998
2025-06-09,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1414.46,1966.42,1620.54,30.67,9.7,60.1,0,6,160,0,0,1536.97,1809.02,1680.35,1585.8600000000001,1590.01,132.66993706186815,83.56999999999994,-59.809999999999945
2025-06-10,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1239.29,1670.19,1429.46,33.25,0.0,32.69,1,6,161,0,0,1620.54,1394.59,1497.48,1577.3157142857144,1603.9857142857143,127.39124889582541,-191.07999999999993,-68.01999999999998
2025-06-11,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1382.28,1914.49,1600.8,33.38,6.62,75.8,2,6,162,0,0,1429.46,1536.97,1595.45,1567.5985714285714,1579.9492857142857,136.74659818176738,171.33999999999992,5.349999999999909
2025-06-12,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1420.68,1906.39,1756.7,37.27,7.73,52.87,3,6,163,0,0,1600.8,1620.54,1587.16,1568.3628571428574,1579.5314285714285,136.9430152428723,155.9000000000001,169.53999999999996
2025-06-13,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1308.57,1897.89,1551.25,31.66,0.0,83.29,4,6,164,0,0,1756.7,1429.46,1809.02,1592.5828571428572,1591.8857142857141,154.66718276289117,-205.45000000000005,-257.77
2025-06-14,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1206.31,1774.75,1502.62,21.04,0.0,86.31,5,6,165,0,1,1551.25,1600.8,1394.59,1555.7585714285713,1588.3592857142855,121.72564553516406,-48.63000000000011,108.02999999999997
2025-06-15,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1313.16,1979.26,1609.41,36.34,3.54,48.3,6,6,166,0,0,1502.62,1756.7,1536.97,1571.1914285714286,1583.2949999999998,103.34729837278002,106.79000000000019,72.44000000000005
2025-06-16,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1288.23,1695.83,1428.33,31.86,0.0,79.02,0,6,167,0,0,1609.41,1551.25,1620.54,1581.5400000000002,1583.7,102.97563384930784,-181.08000000000015,-192.21000000000004
2025-06-17,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1335.14,1757.37,1623.44,41.47,4.11,60.96,1,6,168,0,1,1428.33,1502.62,1429.46,1554.0814285714284,1565.6985714285713,115.68518998105336,195.11000000000013,193.98000000000002
2025-06-18,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1275.22,1975.52,1592.63,39.54,4.3,48.96,2,6,169,0,1,1623.44,1609.41,1600.8,1581.792857142857,1574.695714285714,103.4432430070209,-30.809999999999945,-8.169999999999845
2025-06-19,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1375.99,1840.46,1684.81,29.06,3.42,46.81,3,6,170,0,0,1592.63,1428.33,1756.7,1580.6257142857144,1574.4942857142858,103.23893304000264,92.17999999999984,-71.8900000000001
2025-06-20,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1257.14,1864.94,1500.66,29.05,0.0,54.7,4,6,171,0,0,1684.81,1623.44,1551.25,1570.3557142857142,1581.4692857142857,84.7187157317563,-184.14999999999986,-50.58999999999992
2025-06-21,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1375.6,1856.56,1554.82,21.31,0.0,44.29,5,6,172,0,0,1500.66,1592.63,1502.62,1563.1285714285714,1559.4435714285717,88.68521850315534,54.159999999999854,52.200000000000045
2025-06-22,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1319.48,1835.37,1512.72,20.32,0.76,68.74,6,6,173,0,0,1554.82,1684.81,1609.41,1570.5857142857142,1570.8885714285716,84.8615442661641,-42.09999999999991,-96.69000000000005
2025-06-23,Maharashtra,Pune,Pune Market Yard,Potato,Vegetable,0,1263.34,1647.28,1403.44,24.73,0.0,64.56,0,6,174,0,0,1512.72,1500.66,1428.33,1556.7728571428572,1569.1564285714285,85.35654704713363,-109.27999999999997,-24.889999999999873
