date,state,district,mandi,commodity,crop_category,is_perishable,min_price,max_price,modal_price,temperature,rainfall,humidity
2025-08-18,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1129.06,1684.57,1408.88,20.09,1.28,63.59
2025-08-19,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1405.45,1934.96,1631.01,31.78,5.27,73.09
2025-08-20,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1513.1,1982.68,1787.27,31.34,0.45,82.59
2025-08-21,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1410.82,1878.55,1597.75,41.96,2.78,39.47
2025-08-22,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1472.41,1801.69,1634.98,22.99,4.59,76.23
2025-08-23,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1436.66,1832.77,1687.44,28.66,0.94,34.41
2025-08-24,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1395.85,1953.83,1681.94,27.45,0.69,73.78
2025-08-25,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1297.75,1631.42,1469.15,41.21,0.0,37.58
2025-08-26,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1201.41,1693.19,1371.45,25.54,11.98,43.82
2025-08-27,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1456.96,2038.96,1760.32,24.12,8.21,73.43
2025-08-28,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1428.53,1769.76,1596.07,31.55,7.86,54.15
2025-08-29,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1481.57,2112.0,1714.39,32.64,0.0,33.78
2025-08-30,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1271.99,1703.43,1530.55,32.31,5.22,69.86
2025-08-31,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1300.61,1721.67,1560.74,20.64,0.0,78.33
2025-09-01,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1525.31,1860.94,1700.66,18.58,0.0,40.19
2025-09-02,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1502.84,2139.87,1877.93,36.41,11.57,80.21
2025-09-03,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1311.79,1796.8,1585.13,39.2,9.5,25.63
2025-09-04,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1451.95,1794.24,1626.64,34.65,0.0,65.94
2025-09-05,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1557.05,2108.17,1818.51,39.91,4.34,76.42
2025-09-06,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1297.77,1863.73,1506.7,35.86,4.76,34.24
2025-09-07,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1515.81,2133.25,1782.97,22.45,2.01,83.7
2025-09-08,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1455.68,2014.95,1622.99,34.62,0.2,40.97
2025-09-09,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1377.9,2045.64,1636.98,37.8,0.0,26.03
2025-09-10,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1215.69,1781.87,1511.72,22.03,0.0,50.72
2025-09-11,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1378.75,1982.08,1614.47,29.7,8.67,80.97
2025-09-12,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1289.73,1865.63,1579.26,36.44,6.96,48.87
2025-09-13,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1384.58,1902.45,1546.45,26.46,5.53,32.7
2025-09-14,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1487.51,2074.76,1722.41,23.99,1.31,89.21
2025-09-15,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1419.22,2032.19,1629.83,38.36,0.0,66.18
2025-09-16,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1438.69,1922.04,1654.26,26.92,0.0,83.42
2025-09-17,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1206.27,1574.83,1414.42,36.53,5.44,59.54
2025-09-18,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1200.5,1740.87,1412.5,32.41,0.0,53.37
2025-09-19,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1559.27,2063.0,1739.97,26.37,7.18,87.41
2025-09-20,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1492.91,2044.27,1846.34,23.19,2.45,59.36
2025-09-21,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1421.59,1822.86,1578.1,40.16,2.06,65.22
2025-09-22,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1235.09,1769.52,1486.56,21.6,0.72,28.01
2025-09-23,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1292.29,1780.38,1449.78,34.74,9.04,72.95
2025-09-24,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1476.83,2009.92,1665.21,21.24,0.0,80.42
2025-09-25,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1327.39,1890.92,1513.23,24.05,4.34,25.57
2025-09-26,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1305.06,2012.4,1614.0,25.39,0.0,51.3
2025-09-27,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1454.87,1811.18,1591.59,32.63,5.43,89.14
2025-09-28,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1409.76,1787.09,1649.04,28.18,12.11,36.86
2025-09-29,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1321.89,1993.56,1611.1,29.62,0.0,89.23
2025-09-30,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1175.98,1678.84,1469.05,27.03,9.54,80.4
2025-10-01,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1608.24,1918.22,1757.98,25.2,1.79,72.44
2025-10-02,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1381.85,1847.03,1625.35,24.31,2.56,38.76
2025-10-03,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1381.65,1717.35,1551.97,29.38,0.0,67.96
2025-10-04,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1501.24,1962.29,1635.88,33.7,12.69,51.31
2025-10-05,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1310.72,1855.03,1602.96,36.72,0.19,79.12
2025-10-06,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1252.5,1798.67,1538.26,34.45,4.98,43.7
2025-10-07,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1409.77,2127.13,1709.57,38.9,5.2,57.52
2025-10-08,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1120.79,1647.07,1383.76,41.01,12.45,51.68
2025-10-09,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1481.26,2086.01,1676.17,33.92,0.92,52.53
2025-10-10,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1301.75,1706.22,1529.46,38.64,0.0,61.83
2025-10-11,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1415.39,1878.5,1680.52,28.81,0.0,52.81
2025-10-12,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1361.02,1824.59,1643.52,38.31,3.68,32.46
2025-10-13,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1356.85,1998.27,1617.58,20.11,0.0,83.99
2025-10-14,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1250.96,1583.2,1405.56,19.89,15.47,88.08
2025-10-15,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1427.77,1980.04,1604.82,30.19,13.62,27.34
2025-10-16,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1431.43,1993.37,1688.96,35.74,2.67,42.01
2025-10-17,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1389.07,2018.62,1617.44,27.64,8.48,44.24
2025-10-18,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1380.6,2020.66,1722.27,41.71,4.86,37.93
2025-10-19,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1383.83,1906.15,1712.59,37.02,8.84,28.25
2025-10-20,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1486.58,1887.85,1631.35,32.38,0.0,80.16
2025-10-21,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1418.99,1962.24,1650.68,29.34,0.0,83.1
2025-10-22,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1388.05,1771.76,1557.21,35.43,4.39,27.49
2025-10-23,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1354.61,1741.2,1591.09,27.56,9.89,50.34
2025-10-24,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1333.21,1811.76,1529.74,36.66,0.0,29.01
2025-10-25,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1428.89,2109.34,1744.03,36.94,2.29,53.27
2025-10-26,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1428.47,1890.08,1614.35,40.54,0.0,71.37
2025-10-27,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1266.52,1629.33,1402.25,28.16,0.0,43.82
2025-10-28,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1385.23,2061.68,1668.89,30.24,0.79,52.88
2025-10-29,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1304.8,1731.09,1573.13,35.51,0.0,70.19
2025-10-30,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1651.05,2023.11,1806.43,22.13,1.64,55.56
2025-10-31,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1558.4,2090.52,1865.56,37.38,4.2,54.44
2025-11-01,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1434.8,2023.03,1782.02,29.94,0.0,37.92
2025-11-02,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1234.13,1750.41,1452.89,21.73,0.88,88.55
2025-11-03,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1485.3,1930.76,1678.91,33.62,6.01,89.92
2025-11-04,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1390.83,1964.02,1663.08,25.62,15.75,75.37
2025-11-05,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1347.12,2047.04,1664.88,26.77,0.14,31.19
2025-11-06,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1437.26,1770.2,1599.48,29.77,0.0,27.67
2025-11-07,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1502.02,2003.45,1658.57,40.88,8.49,73.18
2025-11-08,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1559.56,2158.52,1781.33,34.58,0.22,65.66
2025-11-09,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1477.14,1884.77,1625.75,25.3,0.0,41.01
2025-11-10,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1528.27,2017.0,1738.38,35.76,0.0,69.58
2025-11-11,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1432.03,1787.9,1558.23,31.58,0.0,49.34
2025-11-12,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1297.15,1877.15,1511.3,19.7,0.0,63.34
2025-11-13,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1385.11,1893.51,1585.99,21.28,0.0,53.4
2025-11-14,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1379.83,1842.73,1521.67,23.05,9.57,73.28
2025-11-15,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1250.55,1924.31,1562.05,41.02,0.0,64.63
2025-11-16,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1278.98,1748.38,1536.29,35.32,0.0,34.64
2025-11-17,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1370.2,2054.67,1644.0,37.58,4.16,39.68
2025-11-18,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1265.48,1869.84,1508.13,18.82,3.8,46.25
2025-11-19,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1461.52,2193.93,1808.26,33.05,8.1,59.03
2025-11-20,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1538.92,2038.26,1722.45,20.38,4.45,33.59
2025-11-21,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1490.3,1935.07,1628.52,40.28,10.51,41.46
2025-11-22,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1481.48,1998.73,1712.0,28.32,0.0,39.83
2025-11-23,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1453.13,1804.88,1652.29,20.37,0.0,81.78
2025-11-24,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1499.71,1983.07,1656.54,23.75,9.29,26.93
2025-11-25,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1466.13,2069.01,1655.51,25.18,0.0,82.63
2025-11-26,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1464.38,1990.58,1789.99,34.61,9.66,37.92
2025-11-27,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1307.09,1789.64,1595.86,18.75,10.88,67.25
2025-11-28,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1595.25,2014.18,1787.74,21.9,0.0,32.61
2025-11-29,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1668.7,2208.31,1818.58,27.92,0.0,72.98
2025-11-30,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1329.87,1957.05,1638.1,29.33,0.0,49.58
2025-12-01,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1332.63,1962.96,1587.87,31.18,7.11,61.54
2025-12-02,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1464.17,2016.75,1695.01,22.19,0.0,38.57
2025-12-03,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1311.13,1881.26,1636.2,27.84,0.0,79.89
2025-12-04,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1518.24,2117.06,1730.27,35.79,15.64,71.71
2025-12-05,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1540.04,2132.48,1728.74,36.77,3.63,58.51
2025-12-06,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1607.62,2279.67,1876.33,26.83,0.0,66.89
2025-12-07,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1634.87,2228.38,1857.23,31.24,0.0,28.59
2025-12-08,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1387.11,1982.93,1677.79,22.94,0.02,35.26
2025-12-09,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1401.06,1861.64,1708.58,18.59,0.95,78.27
2025-12-10,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1579.54,2138.19,1762.3,28.3,0.0,29.74
2025-12-11,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1486.98,1997.87,1737.94,28.95,0.0,57.1
2025-12-12,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1533.41,2100.0,1815.11,34.09,8.79,43.25
2025-12-13,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1409.68,1908.02,1758.07,32.96,6.49,34.59
2025-12-14,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1348.23,1809.18,1647.25,25.75,11.11,37.96
2025-12-15,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1565.64,2009.77,1761.8,32.96,0.0,64.91
2025-12-16,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1556.94,2166.23,1876.11,21.02,6.31,56.06
2025-12-17,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1654.21,2190.37,1950.58,29.48,11.98,74.68
2025-12-18,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1744.07,2187.2,1896.98,34.94,4.84,84.45
2025-12-19,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1474.34,2246.81,1832.7,19.39,0.0,36.34
2025-12-20,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1549.19,2007.17,1729.43,35.6,19.91,48.73
2025-12-21,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1308.25,1897.83,1576.41,24.01,3.86,53.29
2025-12-22,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1532.6,2092.04,1762.41,36.02,7.12,68.67
2025-12-23,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1491.73,1986.07,1791.8,35.17,9.29,83.04
2025-12-24,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1612.94,2059.53,1775.67,40.84,6.65,41.19
2025-12-25,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1623.6,1967.67,1817.22,34.49,0.25,62.49
2025-12-26,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1395.99,1902.27,1734.56,25.66,9.67,53.09
2025-12-27,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1631.43,2006.13,1852.63,37.5,7.98,58.89
2025-12-28,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1626.03,2113.71,1924.37,29.86,0.0,66.13
2025-12-29,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1438.1,2147.46,1763.32,24.22,0.0,88.55
2025-12-30,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1646.51,2366.34,1907.64,20.4,2.55,59.62
2025-12-31,Gujarat,Vadodara,Vadodara APMC,Tomato,Vegetable,1,1584.57,2030.07,1819.79,29.17,0.0,68.78
2025-01-01,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2017.95,2682.79,2313.32,27.61,7.14,87.65
2025-01-02,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1929.69,2490.26,2283.14,30.64,2.98,73.6
2025-01-03,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2062.83,2822.61,2351.34,19.58,1.71,50.9
2025-01-04,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2116.3,2874.99,2405.55,27.88,6.29,79.78
2025-01-05,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1828.84,2313.88,2056.08,40.43,1.2,37.95
2025-01-06,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2044.25,2693.05,2270.11,30.57,0.0,73.97
2025-01-07,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2172.69,2947.69,2374.24,25.31,0.0,61.52
2025-01-08,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1979.2,2691.03,2342.34,36.94,6.14,38.88
2025-01-09,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1655.08,2413.22,1978.39,20.56,2.62,84.14
2025-01-10,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1857.51,2412.79,2187.8,39.0,10.51,35.94
2025-01-11,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1906.84,2422.62,2139.14,31.27,6.8,67.57
2025-01-12,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2026.1,2592.8,2385.93,23.19,0.0,27.91
2025-01-13,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2017.2,2668.57,2429.89,26.16,0.0,46.89
2025-01-14,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1968.89,2802.15,2438.9,39.23,17.63,49.18
2025-01-15,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1980.3,2785.3,2390.2,39.58,5.67,81.47
2025-01-16,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1869.66,2580.48,2209.35,35.35,13.14,61.1
2025-01-17,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1946.14,2903.68,2393.41,36.38,0.0,84.63
2025-01-18,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2093.04,3067.44,2478.38,36.14,2.66,78.34
2025-01-19,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1915.62,2901.58,2374.16,39.5,0.0,71.53
2025-01-20,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1843.37,2691.37,2165.21,36.65,0.0,59.11
2025-01-21,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2023.21,2677.02,2243.03,38.97,5.08,47.88
2025-01-22,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1950.41,2575.06,2258.26,39.7,0.0,88.88
2025-01-23,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2001.88,2561.15,2176.27,41.06,9.6,73.56
2025-01-24,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2039.59,2796.09,2289.82,21.75,0.0,80.91
2025-01-25,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1970.52,2693.22,2309.12,21.47,0.0,27.85
2025-01-26,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2106.23,2685.39,2341.24,24.63,0.0,59.73
2025-01-27,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2146.44,2869.34,2488.2,39.67,1.08,31.41
2025-01-28,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1864.27,2576.83,2294.6,32.41,0.1,83.62
2025-01-29,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2173.31,2757.53,2388.91,41.25,4.37,29.96
2025-01-30,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1919.81,2670.78,2278.77,27.51,2.14,39.27
2025-01-31,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1902.42,2761.72,2300.89,28.47,7.1,81.93
2025-02-01,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1796.12,2602.09,2168.06,32.92,0.0,85.02
2025-02-02,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2049.53,2687.33,2316.22,37.11,10.37,68.97
2025-02-03,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2171.68,2813.64,2500.99,24.86,4.35,35.01
2025-02-04,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1776.74,2550.06,2218.35,30.24,2.34,88.48
2025-02-05,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2288.91,3163.21,2601.44,30.2,1.11,63.19
2025-02-06,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1943.96,2898.31,2373.99,37.57,3.12,76.85
2025-02-07,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2033.42,2478.48,2248.47,35.78,0.0,31.17
2025-02-08,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1904.63,2584.51,2257.3,21.51,0.21,82.39
2025-02-09,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2225.52,2732.52,2426.12,32.71,3.02,30.31
2025-02-10,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2122.56,2804.47,2438.21,40.55,14.96,84.85
2025-02-11,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2410.08,3044.84,2717.19,22.56,2.56,48.23
2025-02-12,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2092.96,2778.28,2499.91,41.4,5.95,66.45
2025-02-13,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2267.19,3138.87,2523.54,40.48,8.25,85.8
2025-02-14,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1912.52,2675.67,2314.93,24.84,13.89,45.97
2025-02-15,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2360.92,2994.43,2589.98,35.06,7.8,80.36
2025-02-16,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2044.46,2807.4,2481.55,32.41,4.39,79.2
2025-02-17,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2141.5,2869.91,2421.24,39.41,6.73,72.57
2025-02-18,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2119.59,2649.86,2430.7,29.64,4.27,82.26
2025-02-19,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2182.32,2970.59,2403.31,29.77,1.2,76.72
2025-02-20,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2146.01,2931.62,2656.0,36.73,3.26,56.09
2025-02-21,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2167.18,2819.14,2368.42,23.59,3.75,41.21
2025-02-22,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1891.3,2707.44,2265.89,20.74,8.4,40.91
2025-02-23,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2104.16,2827.7,2429.77,23.6,0.79,69.09
2025-02-24,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2015.3,2696.65,2374.1,33.83,0.0,76.95
2025-02-25,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2174.78,2960.85,2674.44,25.22,3.95,49.39
2025-02-26,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2241.39,3004.33,2675.12,33.66,1.25,59.42
2025-02-27,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2159.84,2894.56,2499.76,36.68,7.21,48.98
2025-02-28,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2085.37,2872.05,2506.73,32.62,0.1,83.62
2025-03-01,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1988.38,2646.32,2210.63,38.51,16.35,29.54
2025-03-02,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1964.87,2717.88,2350.19,24.29,18.02,30.21
2025-03-03,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2109.94,2651.22,2369.17,41.41,11.07,46.77
2025-03-04,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2040.14,3011.99,2528.21,23.84,6.58,54.83
2025-03-05,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2140.22,2724.61,2370.13,35.86,0.36,45.74
2025-03-06,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2176.8,2835.14,2403.29,24.91,3.65,25.2
2025-03-07,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1951.61,2720.77,2428.27,20.18,0.0,71.39
2025-03-08,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2111.86,2661.21,2333.68,21.26,0.0,36.04
2025-03-09,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2018.19,3105.65,2513.59,36.35,0.0,33.7
2025-03-10,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,2085.58,2741.33,2299.8,19.43,2.85,42.95
2025-03-11,Gujarat,Vadodara,Vadodara APMC,Onion,Vegetable,0,1874.45,2447.87,2158.51,38.43,1.96,83.99
